"referencia";"cboocupacao2002";"cnae20subclasse";"nome_cbo_ocupacao";"nome_cbo_grandegrupo";"nome_cnae_subclasse";"setor_ibge";"vinculos";"eixo"
"2021";"141615";"8800600";"Gerente de logística (armazenagem e distribuição)";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Serviços de assistência social sem alojamento";"4 - Serviços";"1";"Geral"
"2021";"141615";"9411100";"Gerente de logística (armazenagem e distribuição)";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Atividades de organizações associativas patronais e empresariais";"4 - Serviços";"1";"Geral"
"2021";"141615";"9430800";"Gerente de logística (armazenagem e distribuição)";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Atividades de associações de defesa de direitos sociais";"4 - Serviços";"2";"Geral"
"2021";"141615";"9521500";"Gerente de logística (armazenagem e distribuição)";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Reparação e manutenção de equipamentos eletroeletrônicos de uso pessoal e doméstico";"3 - Comércio";"1";"Geral"
"2021";"141615";"9601701";"Gerente de logística (armazenagem e distribuição)";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Lavanderias";"4 - Serviços";"1";"Geral"
"2021";"141615";"9900800";"Gerente de logística (armazenagem e distribuição)";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Organismos internacionais e outras instituições extraterritoriais";"4 - Serviços";"1";"Geral"
"2021";"141715";"6424701";"Gerente de câmbio e comércio exterior";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Bancos cooperativos";"4 - Serviços";"1";"Geral"
"2021";"141715";"6462000";"Gerente de câmbio e comércio exterior";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Holdings de instituições não-financeiras";"4 - Serviços";"1";"Geral"
"2021";"141715";"6612602";"Gerente de câmbio e comércio exterior";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Distribuidoras de títulos e valores mobiliários";"4 - Serviços";"2";"Geral"
"2021";"142105";"1011201";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Frigorífico - abate de bovinos";"1 - Indústria";"1";"Geral"
"2021";"142105";"1012101";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Abate de aves";"1 - Indústria";"2";"Geral"
"2021";"142105";"1033301";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Fabricação de sucos concentrados de frutas, hortaliças e legumes";"1 - Indústria";"1";"Geral"
"2021";"142105";"1052000";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Fabricação de laticínios";"1 - Indústria";"1";"Geral"
"2021";"142105";"1063500";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Fabricação de farinha de mandioca e derivados";"1 - Indústria";"1";"Geral"
"2021";"142105";"1069400";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Moagem e fabricação de produtos de origem vegetal não especificados anteriormente";"1 - Indústria";"2";"Geral"
"2021";"142105";"1091100";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Fabricação de produtos de panificação";"1 - Indústria";"2";"Geral"
"2021";"142105";"1096100";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Fabricação de alimentos e pratos prontos";"1 - Indústria";"4";"Geral"
"2021";"142105";"1099604";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Fabricação de gelo comum";"1 - Indústria";"1";"Geral"
"2021";"142105";"1099699";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Fabricação de outros produtos alimentícios não especificados anteriormente";"1 - Indústria";"6";"Geral"
"2021";"142105";"1354500";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Fabricação de tecidos especiais, inclusive artefatos";"1 - Indústria";"1";"Geral"
"2021";"142105";"1411801";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Confecção de roupas íntimas";"1 - Indústria";"1";"Geral"
"2021";"142105";"1412601";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida";"1 - Indústria";"2";"Geral"
"2021";"142105";"1413402";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Confecção, sob medida, de roupas profissionais";"1 - Indústria";"1";"Geral"
"2021";"142105";"1830003";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Reprodução de software em qualquer suporte";"1 - Indústria";"1";"Geral"
"2021";"142105";"2061400";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Fabricação de sabões e detergentes sintéticos";"1 - Indústria";"1";"Geral"
"2021";"142105";"2123800";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Fabricação de preparações farmacêuticas";"1 - Indústria";"1";"Geral"
"2021";"142105";"2311700";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Fabricação de vidro plano e de segurança";"1 - Indústria";"4";"Geral"
"2021";"142105";"2330301";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda";"1 - Indústria";"1";"Geral"
"2021";"142105";"2330302";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Fabricação de artefatos de cimento para uso na construção";"1 - Indústria";"2";"Geral"
"2021";"142105";"2512800";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Fabricação de esquadrias de metal";"1 - Indústria";"2";"Geral"
"2021";"142105";"2640000";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo";"1 - Indústria";"1";"Geral"
"2021";"142105";"2651500";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Fabricação de aparelhos e equipamentos de medida, teste e controle";"1 - Indústria";"1";"Geral"
"2021";"142105";"2910701";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Fabricação de automóveis, camionetas e utilitários";"1 - Indústria";"3";"Geral"
"2021";"142105";"3101200";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Fabricação de móveis com predominância de madeira";"1 - Indústria";"5";"Geral"
"2021";"142105";"3250706";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Serviços de prótese dentária";"1 - Indústria";"3";"Geral"
"2021";"142105";"3250707";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Fabricação de artigos ópticos";"1 - Indústria";"2";"Geral"
"2021";"142105";"3316301";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Manutenção e reparação de aeronaves, exceto a manutenção na pista";"1 - Indústria";"1";"Geral"
"2021";"142105";"3321000";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Instalação de máquinas e equipamentos industriais";"1 - Indústria";"2";"Geral"
"2021";"142105";"3329501";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Serviços de montagem de móveis de qualquer material";"1 - Indústria";"1";"Geral"
"2021";"142105";"3511500";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Geração de energia elétrica";"1 - Indústria";"52";"Geral"
"2021";"142105";"3512300";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Transmissão de energia elétrica";"1 - Indústria";"3";"Geral"
"2021";"142105";"3514000";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Distribuição de energia elétrica";"1 - Indústria";"23";"Geral"
"2021";"142105";"3520401";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Produção de gás; processamento de gás natural";"1 - Indústria";"1";"Geral"
"2021";"142105";"3832700";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Recuperação de materiais plásticos";"1 - Indústria";"1";"Geral"
"2021";"142105";"4110700";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Incorporação de empreendimentos imobiliários";"4 - Serviços";"6";"Geral"
"2021";"142105";"4120400";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Construção de edifícios";"2 - Construção Civil";"29";"Geral"
"2021";"142105";"4211101";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Construção de rodovias e ferrovias";"2 - Construção Civil";"6";"Geral"
"2021";"142105";"4211102";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Pintura para sinalização em pistas rodoviárias e aeroportos";"2 - Construção Civil";"1";"Geral"
"2021";"142105";"4221902";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Construção de estações e redes de distribuição de energia elétrica";"2 - Construção Civil";"1";"Geral"
"2021";"142105";"4313400";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Obras de terraplenagem";"2 - Construção Civil";"4";"Geral"
"2021";"142105";"4321500";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Instalação e manutenção elétrica";"2 - Construção Civil";"8";"Geral"
"2021";"142105";"4322302";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Instalação e manutenção de sistemas centrais de ar condicionado, de ventilação e refrigeração";"2 - Construção Civil";"1";"Geral"
"2021";"142105";"4329103";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Instalação, manutenção e reparação de elevadores, escadas e esteiras rolantes, exceto de fabricação própria";"2 - Construção Civil";"2";"Geral"
"2021";"142105";"4329199";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Outras obras de instalações em construções não especificadas anteriormente";"2 - Construção Civil";"1";"Geral"
"2021";"142105";"4330401";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Impermeabilização em obras de engenharia civil";"2 - Construção Civil";"1";"Geral"
"2021";"142105";"4330402";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Instalação de portas, janelas, tetos, divisórias e armários embutidos de qualquer material";"2 - Construção Civil";"1";"Geral"
"2021";"142105";"4330404";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Serviços de pintura de edifícios em geral";"2 - Construção Civil";"1";"Geral"
"2021";"142105";"4391600";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Obras de fundações";"2 - Construção Civil";"2";"Geral"
"2021";"142105";"4399101";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Administração de obras";"2 - Construção Civil";"1";"Geral"
"2021";"142105";"4399199";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Serviços especializados para construção não especificados anteriormente";"2 - Construção Civil";"2";"Geral"
"2021";"142105";"4511101";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Comércio a varejo de automóveis, camionetas e utilitários novos";"3 - Comércio";"5";"Geral"
"2021";"142105";"4511102";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Comércio a varejo de automóveis, camionetas e utilitários usados";"3 - Comércio";"4";"Geral"
"2021";"142105";"4511104";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Comércio por atacado de caminhões novos e usados";"3 - Comércio";"1";"Geral"
"2021";"142105";"4520001";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Serviços de manutenção e reparação mecânica de veículos automotores";"3 - Comércio";"16";"Geral"
"2021";"142105";"4520002";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Serviços de lanternagem ou funilaria e pintura de veículos automotores";"3 - Comércio";"2";"Geral"
"2021";"142105";"4520003";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Serviços de manutenção e reparação elétrica de veículos automotores";"3 - Comércio";"1";"Geral"
"2021";"142105";"4520005";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Serviços de lavagem, lubrificação e polimento de veículos automotores";"3 - Comércio";"1";"Geral"
"2021";"142105";"4520007";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Serviços de instalação, manutenção e reparação de acessórios para veículos automotores";"3 - Comércio";"1";"Geral"
"2021";"142105";"4530701";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Comércio por atacado de peças e acessórios novos para veículos automotores";"3 - Comércio";"7";"Geral"
"2021";"142105";"4530702";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Comércio por atacado de pneumáticos e câmaras-de-ar";"3 - Comércio";"5";"Geral"
"2021";"142105";"4530703";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Comércio a varejo de peças e acessórios novos para veículos automotores";"3 - Comércio";"4";"Geral"
"2021";"142105";"4530704";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Comércio a varejo de peças e acessórios usados para veículos automotores";"3 - Comércio";"2";"Geral"
"2021";"142105";"4614100";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves";"3 - Comércio";"1";"Geral"
"2021";"142105";"4618401";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Representantes comerciais e agentes do comércio de medicamentos, cosméticos e produtos de perfumaria";"3 - Comércio";"1";"Geral"
"2021";"142105";"4618402";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Representantes comerciais e agentes do comércio de instrumentos e materiais odonto-médico-hospitalares";"3 - Comércio";"1";"Geral"
"2021";"142105";"4619200";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Representantes comerciais e agentes do comércio de mercadorias em geral não especializado";"3 - Comércio";"3";"Geral"
"2021";"142105";"4623199";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente";"3 - Comércio";"1";"Geral"
"2021";"142105";"4633801";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Comércio atacadista de frutas, verduras, raízes, tubérculos, hortaliças e legumes frescos";"3 - Comércio";"2";"Geral"
"2021";"142105";"4634601";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Comércio atacadista de carnes bovinas e suínas e derivados";"3 - Comércio";"1";"Geral"
"2021";"142105";"4635401";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Comércio atacadista de água mineral";"3 - Comércio";"1";"Geral"
"2021";"142105";"4635402";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Comércio atacadista de cerveja, chope e refrigerante";"3 - Comércio";"1";"Geral"
"2021";"142105";"4636202";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Comércio atacadista de cigarros, cigarrilhas e charutos";"3 - Comércio";"3";"Geral"
"2021";"142105";"4637106";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Comércio atacadista de sorvetes";"3 - Comércio";"1";"Geral"
"2021";"142105";"4637199";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente";"3 - Comércio";"2";"Geral"
"2021";"142105";"4639701";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Comércio atacadista de produtos alimentícios em geral";"3 - Comércio";"1";"Geral"
"2021";"142105";"4644301";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Comércio atacadista de medicamentos e drogas de uso humano";"3 - Comércio";"4";"Geral"
"2021";"142105";"4645101";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios";"3 - Comércio";"4";"Geral"
"2021";"142105";"4646001";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Comércio atacadista de cosméticos e produtos de perfumaria";"3 - Comércio";"2";"Geral"
"2021";"142105";"4647801";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Comércio atacadista de artigos de escritório e de papelaria";"3 - Comércio";"1";"Geral"
"2021";"142105";"4649404";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Comércio atacadista de móveis e artigos de colchoaria";"3 - Comércio";"1";"Geral"
"2021";"142105";"4649408";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar";"3 - Comércio";"3";"Geral"
"2021";"142105";"4649409";"Gerente administrativo";"1 - MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar, com atividade de fracionamento e acondicionamento associada";"3 - Comércio";"2";"Geral"
