"cboocupacao2002";"nome_cbo_ocupacao";"cbo_grande_grupo";"cbo_subgrupo_principal";"cbo_subgrupo";"cbo_familia";"nome_cbo_grandegrupo";"nome_cbo_subgrupo_principal";"nome_cbo_subgrupo";"nome_cbo_familia"
"234624";"Professor de língua portuguesa";"2";"23";"234";"2346";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DO ENSINO";"PROFESSORES DO ENSINO SUPERIOR";"Professores nas áreas de língua e literatura do ensino superior"
"234628";"Professor de literatura brasileira";"2";"23";"234";"2346";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DO ENSINO";"PROFESSORES DO ENSINO SUPERIOR";"Professores nas áreas de língua e literatura do ensino superior"
"234632";"Professor de literatura portuguesa";"2";"23";"234";"2346";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DO ENSINO";"PROFESSORES DO ENSINO SUPERIOR";"Professores nas áreas de língua e literatura do ensino superior"
"234636";"Professor de literatura alemã";"2";"23";"234";"2346";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DO ENSINO";"PROFESSORES DO ENSINO SUPERIOR";"Professores nas áreas de língua e literatura do ensino superior"
"234640";"Professor de literatura comparada";"2";"23";"234";"2346";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DO ENSINO";"PROFESSORES DO ENSINO SUPERIOR";"Professores nas áreas de língua e literatura do ensino superior"
"234644";"Professor de literatura espanhola";"2";"23";"234";"2346";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DO ENSINO";"PROFESSORES DO ENSINO SUPERIOR";"Professores nas áreas de língua e literatura do ensino superior"
"234648";"Professor de literatura francesa";"2";"23";"234";"2346";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DO ENSINO";"PROFESSORES DO ENSINO SUPERIOR";"Professores nas áreas de língua e literatura do ensino superior"
"234652";"Professor de literatura inglesa";"2";"23";"234";"2346";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DO ENSINO";"PROFESSORES DO ENSINO SUPERIOR";"Professores nas áreas de língua e literatura do ensino superior"
"234656";"Professor de literatura italiana";"2";"23";"234";"2346";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DO ENSINO";"PROFESSORES DO ENSINO SUPERIOR";"Professores nas áreas de língua e literatura do ensino superior"
"234660";"Professor de literatura de línguas estrangeiras modernas";"2";"23";"234";"2346";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DO ENSINO";"PROFESSORES DO ENSINO SUPERIOR";"Professores nas áreas de língua e literatura do ensino superior"
"234664";"Professor de outras línguas e literaturas";"2";"23";"234";"2346";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DO ENSINO";"PROFESSORES DO ENSINO SUPERIOR";"Professores nas áreas de língua e literatura do ensino superior"
"234668";"Professor de línguas estrangeiras modernas";"2";"23";"234";"2346";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DO ENSINO";"PROFESSORES DO ENSINO SUPERIOR";"Professores nas áreas de língua e literatura do ensino superior"
"234672";"Professor de lingüística e lingüística aplicada";"2";"23";"234";"2346";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DO ENSINO";"PROFESSORES DO ENSINO SUPERIOR";"Professores nas áreas de língua e literatura do ensino superior"
"234676";"Professor de filologia e crítica textual";"2";"23";"234";"2346";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DO ENSINO";"PROFESSORES DO ENSINO SUPERIOR";"Professores nas áreas de língua e literatura do ensino superior"
"234680";"Professor de semiótica";"2";"23";"234";"2346";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DO ENSINO";"PROFESSORES DO ENSINO SUPERIOR";"Professores nas áreas de língua e literatura do ensino superior"
"234684";"Professor de teoria da literatura";"2";"23";"234";"2346";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DO ENSINO";"PROFESSORES DO ENSINO SUPERIOR";"Professores nas áreas de língua e literatura do ensino superior"
"234705";"Professor de antropologia do ensino superior";"2";"23";"234";"2347";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DO ENSINO";"PROFESSORES DO ENSINO SUPERIOR";"Professores de ciências humanas do ensino superior"
"234710";"Professor de arquivologia do ensino superior";"2";"23";"234";"2347";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DO ENSINO";"PROFESSORES DO ENSINO SUPERIOR";"Professores de ciências humanas do ensino superior"
"234715";"Professor de biblioteconomia do ensino superior";"2";"23";"234";"2347";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DO ENSINO";"PROFESSORES DO ENSINO SUPERIOR";"Professores de ciências humanas do ensino superior"
"234720";"Professor de ciência política do ensino superior";"2";"23";"234";"2347";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DO ENSINO";"PROFESSORES DO ENSINO SUPERIOR";"Professores de ciências humanas do ensino superior"
"234725";"Professor de comunicação social do ensino superior";"2";"23";"234";"2347";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DO ENSINO";"PROFESSORES DO ENSINO SUPERIOR";"Professores de ciências humanas do ensino superior"
"234730";"Professor de direito do ensino superior";"2";"23";"234";"2347";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DO ENSINO";"PROFESSORES DO ENSINO SUPERIOR";"Professores de ciências humanas do ensino superior"
"234735";"Professor de filosofia do ensino superior";"2";"23";"234";"2347";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DO ENSINO";"PROFESSORES DO ENSINO SUPERIOR";"Professores de ciências humanas do ensino superior"
"234740";"Professor de geografia do ensino superior";"2";"23";"234";"2347";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DO ENSINO";"PROFESSORES DO ENSINO SUPERIOR";"Professores de ciências humanas do ensino superior"
"234745";"Professor de história do ensino superior";"2";"23";"234";"2347";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DO ENSINO";"PROFESSORES DO ENSINO SUPERIOR";"Professores de ciências humanas do ensino superior"
"234750";"Professor de jornalismo";"2";"23";"234";"2347";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DO ENSINO";"PROFESSORES DO ENSINO SUPERIOR";"Professores de ciências humanas do ensino superior"
"234755";"Professor de museologia do ensino superior";"2";"23";"234";"2347";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DO ENSINO";"PROFESSORES DO ENSINO SUPERIOR";"Professores de ciências humanas do ensino superior"
"234760";"Professor de psicologia do ensino superior";"2";"23";"234";"2347";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DO ENSINO";"PROFESSORES DO ENSINO SUPERIOR";"Professores de ciências humanas do ensino superior"
"234765";"Professor de serviço social do ensino superior";"2";"23";"234";"2347";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DO ENSINO";"PROFESSORES DO ENSINO SUPERIOR";"Professores de ciências humanas do ensino superior"
"234770";"Professor de sociologia do ensino superior";"2";"23";"234";"2347";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DO ENSINO";"PROFESSORES DO ENSINO SUPERIOR";"Professores de ciências humanas do ensino superior"
"234805";"Professor de economia";"2";"23";"234";"2348";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DO ENSINO";"PROFESSORES DO ENSINO SUPERIOR";"Professores de ciências econômicas, administrativas e contábeis do ensino superior"
"234810";"Professor de administração";"2";"23";"234";"2348";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DO ENSINO";"PROFESSORES DO ENSINO SUPERIOR";"Professores de ciências econômicas, administrativas e contábeis do ensino superior"
"234815";"Professor de contabilidade";"2";"23";"234";"2348";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DO ENSINO";"PROFESSORES DO ENSINO SUPERIOR";"Professores de ciências econômicas, administrativas e contábeis do ensino superior"
"234905";"Professor de artes do espetáculo no ensino superior";"2";"23";"234";"2349";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DO ENSINO";"PROFESSORES DO ENSINO SUPERIOR";"Professores de artes do ensino superior"
"234910";"Professor de artes visuais no ensino superior (artes plásticas e multimídia)";"2";"23";"234";"2349";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DO ENSINO";"PROFESSORES DO ENSINO SUPERIOR";"Professores de artes do ensino superior"
"234915";"Professor de música no ensino superior";"2";"23";"234";"2349";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DO ENSINO";"PROFESSORES DO ENSINO SUPERIOR";"Professores de artes do ensino superior"
"239205";"Professor de alunos com deficiência auditiva e surdos";"2";"23";"239";"2392";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DO ENSINO";"OUTROS PROFISSIONAIS DO ENSINO NÃO CLASSIFICADOS ANTERIORMENTE";"Professores de educação especial"
"239210";"Professor de alunos com deficiência física";"2";"23";"239";"2392";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DO ENSINO";"OUTROS PROFISSIONAIS DO ENSINO NÃO CLASSIFICADOS ANTERIORMENTE";"Professores de educação especial"
"239215";"Professor de alunos com deficiência mental";"2";"23";"239";"2392";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DO ENSINO";"OUTROS PROFISSIONAIS DO ENSINO NÃO CLASSIFICADOS ANTERIORMENTE";"Professores de educação especial"
"239220";"Professor de alunos com deficiência múltipla";"2";"23";"239";"2392";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DO ENSINO";"OUTROS PROFISSIONAIS DO ENSINO NÃO CLASSIFICADOS ANTERIORMENTE";"Professores de educação especial"
"239225";"Professor de alunos com deficiência visual";"2";"23";"239";"2392";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DO ENSINO";"OUTROS PROFISSIONAIS DO ENSINO NÃO CLASSIFICADOS ANTERIORMENTE";"Professores de educação especial"
"239405";"Coordenador pedagógico";"2";"23";"239";"2394";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DO ENSINO";"OUTROS PROFISSIONAIS DO ENSINO NÃO CLASSIFICADOS ANTERIORMENTE";"Programadores, avaliadores e orientadores de ensino"
"239410";"Orientador educacional";"2";"23";"239";"2394";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DO ENSINO";"OUTROS PROFISSIONAIS DO ENSINO NÃO CLASSIFICADOS ANTERIORMENTE";"Programadores, avaliadores e orientadores de ensino"
"239415";"Pedagogo";"2";"23";"239";"2394";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DO ENSINO";"OUTROS PROFISSIONAIS DO ENSINO NÃO CLASSIFICADOS ANTERIORMENTE";"Programadores, avaliadores e orientadores de ensino"
"239420";"Professor de técnicas e recursos audiovisuais";"2";"23";"239";"2394";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DO ENSINO";"OUTROS PROFISSIONAIS DO ENSINO NÃO CLASSIFICADOS ANTERIORMENTE";"Programadores, avaliadores e orientadores de ensino"
"239425";"Psicopedagogo";"2";"23";"239";"2394";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DO ENSINO";"OUTROS PROFISSIONAIS DO ENSINO NÃO CLASSIFICADOS ANTERIORMENTE";"Programadores, avaliadores e orientadores de ensino"
"239430";"Supervisor de ensino";"2";"23";"239";"2394";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DO ENSINO";"OUTROS PROFISSIONAIS DO ENSINO NÃO CLASSIFICADOS ANTERIORMENTE";"Programadores, avaliadores e orientadores de ensino"
"239435";"Designer educacional";"2";"23";"239";"2394";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DO ENSINO";"OUTROS PROFISSIONAIS DO ENSINO NÃO CLASSIFICADOS ANTERIORMENTE";"Programadores, avaliadores e orientadores de ensino"
"239440";"Neuropsicopedagogo clinico";"2";"23";"239";"2394";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DO ENSINO";"OUTROS PROFISSIONAIS DO ENSINO NÃO CLASSIFICADOS ANTERIORMENTE";"Programadores, avaliadores e orientadores de ensino"
"239445";"Neuropsicopedagogo institucional";"2";"23";"239";"2394";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DO ENSINO";"OUTROS PROFISSIONAIS DO ENSINO NÃO CLASSIFICADOS ANTERIORMENTE";"Programadores, avaliadores e orientadores de ensino"
"241005";"Advogado";"2";"24";"241";"2410";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS";"ADVOGADOS, PROCURADORES, TABELIÃES E AFINS";"Advogados"
"241010";"Advogado de empresa";"2";"24";"241";"2410";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS";"ADVOGADOS, PROCURADORES, TABELIÃES E AFINS";"Advogados"
"241015";"Advogado (direito civil)";"2";"24";"241";"2410";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS";"ADVOGADOS, PROCURADORES, TABELIÃES E AFINS";"Advogados"
"241020";"Advogado (direito público)";"2";"24";"241";"2410";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS";"ADVOGADOS, PROCURADORES, TABELIÃES E AFINS";"Advogados"
"241025";"Advogado (direito penal)";"2";"24";"241";"2410";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS";"ADVOGADOS, PROCURADORES, TABELIÃES E AFINS";"Advogados"
"241030";"Advogado (áreas especiais)";"2";"24";"241";"2410";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS";"ADVOGADOS, PROCURADORES, TABELIÃES E AFINS";"Advogados"
"241035";"Advogado (direito do trabalho)";"2";"24";"241";"2410";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS";"ADVOGADOS, PROCURADORES, TABELIÃES E AFINS";"Advogados"
"241040";"Consultor jurídico";"2";"24";"241";"2410";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS";"ADVOGADOS, PROCURADORES, TABELIÃES E AFINS";"Advogados"
"241205";"Advogado da união";"2";"24";"241";"2412";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS";"ADVOGADOS, PROCURADORES, TABELIÃES E AFINS";"Procuradores e advogados públicos"
"241210";"Procurador autárquico";"2";"24";"241";"2412";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS";"ADVOGADOS, PROCURADORES, TABELIÃES E AFINS";"Procuradores e advogados públicos"
"241215";"Procurador da fazenda nacional";"2";"24";"241";"2412";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS";"ADVOGADOS, PROCURADORES, TABELIÃES E AFINS";"Procuradores e advogados públicos"
"241220";"Procurador do estado";"2";"24";"241";"2412";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS";"ADVOGADOS, PROCURADORES, TABELIÃES E AFINS";"Procuradores e advogados públicos"
"241225";"Procurador do município";"2";"24";"241";"2412";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS";"ADVOGADOS, PROCURADORES, TABELIÃES E AFINS";"Procuradores e advogados públicos"
"241230";"Procurador federal";"2";"24";"241";"2412";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS";"ADVOGADOS, PROCURADORES, TABELIÃES E AFINS";"Procuradores e advogados públicos"
"241235";"Procurador fundacional";"2";"24";"241";"2412";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS";"ADVOGADOS, PROCURADORES, TABELIÃES E AFINS";"Procuradores e advogados públicos"
"241305";"Oficial de registro de contratos marítimos";"2";"24";"241";"2413";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS";"ADVOGADOS, PROCURADORES, TABELIÃES E AFINS";"Tabeliães e registradores"
"241310";"Oficial do registro civil de pessoas jurídicas";"2";"24";"241";"2413";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS";"ADVOGADOS, PROCURADORES, TABELIÃES E AFINS";"Tabeliães e registradores"
"241315";"Oficial do registro civil de pessoas naturais";"2";"24";"241";"2413";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS";"ADVOGADOS, PROCURADORES, TABELIÃES E AFINS";"Tabeliães e registradores"
"241320";"Oficial do registro de distribuições";"2";"24";"241";"2413";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS";"ADVOGADOS, PROCURADORES, TABELIÃES E AFINS";"Tabeliães e registradores"
"241325";"Oficial do registro de imóveis";"2";"24";"241";"2413";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS";"ADVOGADOS, PROCURADORES, TABELIÃES E AFINS";"Tabeliães e registradores"
"241330";"Oficial do registro de títulos e documentos";"2";"24";"241";"2413";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS";"ADVOGADOS, PROCURADORES, TABELIÃES E AFINS";"Tabeliães e registradores"
"241335";"Tabelião de notas";"2";"24";"241";"2413";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS";"ADVOGADOS, PROCURADORES, TABELIÃES E AFINS";"Tabeliães e registradores"
"241340";"Tabelião de protestos";"2";"24";"241";"2413";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS";"ADVOGADOS, PROCURADORES, TABELIÃES E AFINS";"Tabeliães e registradores"
"241405";"Conselheiro julgador";"2";"24";"241";"2414";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS";"ADVOGADOS, PROCURADORES, TABELIÃES E AFINS";"Conselheiros julgadores"
"242205";"Procurador da república";"2";"24";"242";"2422";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS";"ADVOGADOS DO PODER JUDICIÁRIO E DA SEGURANÇA PÚBLICA";"Membros do ministério público"
"242210";"Procurador de justiça";"2";"24";"242";"2422";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS";"ADVOGADOS DO PODER JUDICIÁRIO E DA SEGURANÇA PÚBLICA";"Membros do ministério público"
"242215";"Procurador de justiça militar";"2";"24";"242";"2422";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS";"ADVOGADOS DO PODER JUDICIÁRIO E DA SEGURANÇA PÚBLICA";"Membros do ministério público"
"242220";"Procurador do trabalho";"2";"24";"242";"2422";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS";"ADVOGADOS DO PODER JUDICIÁRIO E DA SEGURANÇA PÚBLICA";"Membros do ministério público"
"242225";"Procurador regional da república";"2";"24";"242";"2422";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS";"ADVOGADOS DO PODER JUDICIÁRIO E DA SEGURANÇA PÚBLICA";"Membros do ministério público"
"242230";"Procurador regional do trabalho";"2";"24";"242";"2422";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS";"ADVOGADOS DO PODER JUDICIÁRIO E DA SEGURANÇA PÚBLICA";"Membros do ministério público"
"242235";"Promotor de justiça";"2";"24";"242";"2422";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS";"ADVOGADOS DO PODER JUDICIÁRIO E DA SEGURANÇA PÚBLICA";"Membros do ministério público"
"242240";"Subprocurador de justiça militar";"2";"24";"242";"2422";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS";"ADVOGADOS DO PODER JUDICIÁRIO E DA SEGURANÇA PÚBLICA";"Membros do ministério público"
"242245";"Subprocurador-geral da república";"2";"24";"242";"2422";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS";"ADVOGADOS DO PODER JUDICIÁRIO E DA SEGURANÇA PÚBLICA";"Membros do ministério público"
"242250";"Subprocurador-geral do trabalho";"2";"24";"242";"2422";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS";"ADVOGADOS DO PODER JUDICIÁRIO E DA SEGURANÇA PÚBLICA";"Membros do ministério público"
"242305";"Delegado de polícia";"2";"24";"242";"2423";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS";"ADVOGADOS DO PODER JUDICIÁRIO E DA SEGURANÇA PÚBLICA";"Delegados de polícia"
"242405";"Defensor público";"2";"24";"242";"2424";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS";"ADVOGADOS DO PODER JUDICIÁRIO E DA SEGURANÇA PÚBLICA";"Defensores públicos e procuradores da assistência judiciária"
"242410";"Procurador da assistência judiciária";"2";"24";"242";"2424";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS";"ADVOGADOS DO PODER JUDICIÁRIO E DA SEGURANÇA PÚBLICA";"Defensores públicos e procuradores da assistência judiciária"
"242905";"Oficial de inteligência";"2";"24";"242";"2429";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS";"ADVOGADOS DO PODER JUDICIÁRIO E DA SEGURANÇA PÚBLICA";"Profissionais da inteligência"
"242910";"Oficial técnico de inteligência";"2";"24";"242";"2429";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS";"ADVOGADOS DO PODER JUDICIÁRIO E DA SEGURANÇA PÚBLICA";"Profissionais da inteligência"
"251105";"Antropólogo";"2";"25";"251";"2511";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS";"CIENTISTAS SOCIAIS, PSICÓLOGOS E AFINS";"Profissionais em pesquisa e análise antropológica sociológica"
"251110";"Arqueólogo";"2";"25";"251";"2511";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS";"CIENTISTAS SOCIAIS, PSICÓLOGOS E AFINS";"Profissionais em pesquisa e análise antropológica sociológica"
"251115";"Cientista político";"2";"25";"251";"2511";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS";"CIENTISTAS SOCIAIS, PSICÓLOGOS E AFINS";"Profissionais em pesquisa e análise antropológica sociológica"
"251120";"Sociólogo";"2";"25";"251";"2511";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS";"CIENTISTAS SOCIAIS, PSICÓLOGOS E AFINS";"Profissionais em pesquisa e análise antropológica sociológica"
"251205";"Economista";"2";"25";"251";"2512";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS";"CIENTISTAS SOCIAIS, PSICÓLOGOS E AFINS";"Economistas"
"251210";"Economista agroindustrial";"2";"25";"251";"2512";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS";"CIENTISTAS SOCIAIS, PSICÓLOGOS E AFINS";"Economistas"
"251215";"Economista financeiro";"2";"25";"251";"2512";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS";"CIENTISTAS SOCIAIS, PSICÓLOGOS E AFINS";"Economistas"
"251220";"Economista industrial";"2";"25";"251";"2512";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS";"CIENTISTAS SOCIAIS, PSICÓLOGOS E AFINS";"Economistas"
"251225";"Economista do setor público";"2";"25";"251";"2512";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS";"CIENTISTAS SOCIAIS, PSICÓLOGOS E AFINS";"Economistas"
"251230";"Economista ambiental";"2";"25";"251";"2512";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS";"CIENTISTAS SOCIAIS, PSICÓLOGOS E AFINS";"Economistas"
"251235";"Economista regional e urbano";"2";"25";"251";"2512";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS";"CIENTISTAS SOCIAIS, PSICÓLOGOS E AFINS";"Economistas"
"251305";"Geógrafo";"2";"25";"251";"2513";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS";"CIENTISTAS SOCIAIS, PSICÓLOGOS E AFINS";"Profissionais em pesquisa e análise geográfica"
