"cboocupacao2002";"cnae_classe";"cnae_divisao";"cnae_grupo";"nome_cbo_ocupacao";"nome_cnae_classe";"setor_ibge";"vinculos"
"212320";"85317";"85";"853";"Administrador em segurança da informação";"Educação superior - graduação";"4 - Serviços";"2"
"212320";"85333";"85";"853";"Administrador em segurança da informação";"Educação superior - pós-graduação e extensão";"4 - Serviços";"3"
"212320";"85996";"85";"859";"Administrador em segurança da informação";"Atividades de ensino não especificadas anteriormente";"4 - Serviços";"2"
"212320";"86101";"86";"861";"Administrador em segurança da informação";"Atividades de atendimento hospitalar";"4 - Serviços";"1"
"212320";"86402";"86";"864";"Administrador em segurança da informação";"Atividades de serviços de complementação diagnóstica e terapêutica";"4 - Serviços";"2"
"212320";"86607";"86";"866";"Administrador em segurança da informação";"Atividades de apoio à gestão de saúde";"4 - Serviços";"1"
"212320";"88006";"88";"880";"Administrador em segurança da informação";"Serviços de assistência social sem alojamento";"4 - Serviços";"1"
"212320";"94111";"94";"941";"Administrador em segurança da informação";"Atividades de organizações associativas patronais e empresariais";"4 - Serviços";"1"
"212320";"94201";"94";"942";"Administrador em segurança da informação";"Atividades de organizações sindicais";"4 - Serviços";"1"
"212320";"94308";"94";"943";"Administrador em segurança da informação";"Atividades de associações de defesa de direitos sociais";"4 - Serviços";"3"
"212320";"94995";"94";"949";"Administrador em segurança da informação";"Atividades associativas não especificadas anteriormente";"4 - Serviços";"1"
"212320";"95118";"95";"951";"Administrador em segurança da informação";"Reparação e manutenção de computadores e de equipamentos periféricos";"4 - Serviços";"1"
"212405";"10121";"10";"101";"Analista de desenvolvimento de sistemas";"Abate de suínos, aves e outros pequenos animais";"1 - Indústria";"1"
"212405";"10660";"10";"106";"Analista de desenvolvimento de sistemas";"Fabricação de alimentos para animais";"1 - Indústria";"1"
"212405";"10813";"10";"108";"Analista de desenvolvimento de sistemas";"Torrefação e moagem de café";"1 - Indústria";"1"
"212405";"21211";"21";"212";"Analista de desenvolvimento de sistemas";"Fabricação de medicamentos para uso humano";"1 - Indústria";"10"
"212405";"23206";"23";"232";"Analista de desenvolvimento de sistemas";"Fabricação de cimento";"1 - Indústria";"6"
"212405";"25128";"25";"251";"Analista de desenvolvimento de sistemas";"Fabricação de esquadrias de metal";"1 - Indústria";"1"
"212405";"26515";"26";"265";"Analista de desenvolvimento de sistemas";"Fabricação de aparelhos e equipamentos de medida, teste e controle";"1 - Indústria";"1"
"212405";"26604";"26";"266";"Analista de desenvolvimento de sistemas";"Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação";"1 - Indústria";"1"
"212405";"27902";"27";"279";"Analista de desenvolvimento de sistemas";"Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente";"1 - Indústria";"3"
"212405";"31021";"31";"310";"Analista de desenvolvimento de sistemas";"Fabricação de móveis com predominância de metal";"1 - Indústria";"1"
"212405";"32990";"32";"329";"Analista de desenvolvimento de sistemas";"Fabricação de produtos diversos não especificados anteriormente";"1 - Indústria";"1"
"212405";"35115";"35";"351";"Analista de desenvolvimento de sistemas";"Geração de energia elétrica";"1 - Indústria";"27"
"212405";"35123";"35";"351";"Analista de desenvolvimento de sistemas";"Transmissão de energia elétrica";"1 - Indústria";"2"
"212405";"35140";"35";"351";"Analista de desenvolvimento de sistemas";"Distribuição de energia elétrica";"1 - Indústria";"8"
"212405";"36006";"36";"360";"Analista de desenvolvimento de sistemas";"Captação, tratamento e distribuição de água";"1 - Indústria";"28"
"212405";"41107";"41";"411";"Analista de desenvolvimento de sistemas";"Incorporação de empreendimentos imobiliários";"4 - Serviços";"3"
"212405";"41204";"41";"412";"Analista de desenvolvimento de sistemas";"Construção de edifícios";"2 - Construção Civil";"7"
"212405";"42111";"42";"421";"Analista de desenvolvimento de sistemas";"Construção de rodovias e ferrovias";"2 - Construção Civil";"16"
"212405";"42219";"42";"422";"Analista de desenvolvimento de sistemas";"Obras para geração e distribuição de energia elétrica e para telecomunicações";"2 - Construção Civil";"1"
"212405";"43193";"43";"431";"Analista de desenvolvimento de sistemas";"Serviços de preparação do terreno não especificados anteriormente";"2 - Construção Civil";"1"
"212405";"43215";"43";"432";"Analista de desenvolvimento de sistemas";"Instalações elétricas";"2 - Construção Civil";"23"
"212405";"43291";"43";"432";"Analista de desenvolvimento de sistemas";"Obras de instalações em construções não especificadas anteriormente";"2 - Construção Civil";"2"
"212405";"45111";"45";"451";"Analista de desenvolvimento de sistemas";"Comércio a varejo e por atacado de veículos automotores";"3 - Comércio";"4"
"212405";"45307";"45";"453";"Analista de desenvolvimento de sistemas";"Comércio de peças e acessórios para veículos automotores";"3 - Comércio";"8"
"212405";"46427";"46";"464";"Analista de desenvolvimento de sistemas";"Comércio atacadista de artigos do vestuário e acessórios";"3 - Comércio";"1"
"212405";"46443";"46";"464";"Analista de desenvolvimento de sistemas";"Comércio atacadista de produtos farmacêuticos para uso humano e veterinário";"3 - Comércio";"4"
"212405";"46451";"46";"464";"Analista de desenvolvimento de sistemas";"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, ortopédico e odontológico";"3 - Comércio";"2"
"212405";"46478";"46";"464";"Analista de desenvolvimento de sistemas";"Comércio atacadista de artigos de escritório e de papelaria; livros, jornais e outras publicações";"3 - Comércio";"1"
"212405";"46516";"46";"465";"Analista de desenvolvimento de sistemas";"Comércio atacadista de computadores, periféricos e suprimentos de informática";"3 - Comércio";"12"
"212405";"46524";"46";"465";"Analista de desenvolvimento de sistemas";"Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação";"3 - Comércio";"18"
"212405";"46737";"46";"467";"Analista de desenvolvimento de sistemas";"Comércio atacadista de material elétrico";"3 - Comércio";"1"
"212405";"46796";"46";"467";"Analista de desenvolvimento de sistemas";"Comércio atacadista especializado de materiais de construção não especificados anteriormente e de materiais de construção em geral";"3 - Comércio";"6"
"212405";"46877";"46";"468";"Analista de desenvolvimento de sistemas";"Comércio atacadista de resíduos e sucatas";"3 - Comércio";"1"
"212405";"46915";"46";"469";"Analista de desenvolvimento de sistemas";"Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios";"3 - Comércio";"3"
"212405";"46931";"46";"469";"Analista de desenvolvimento de sistemas";"Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários";"3 - Comércio";"1"
"212405";"47440";"47";"474";"Analista de desenvolvimento de sistemas";"Comércio varejista de ferragens, madeira e materiais de construção";"3 - Comércio";"1"
"212405";"47512";"47";"475";"Analista de desenvolvimento de sistemas";"Comércio varejista especializado de equipamentos e suprimentos de informática";"3 - Comércio";"80"
"212405";"47539";"47";"475";"Analista de desenvolvimento de sistemas";"Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo";"3 - Comércio";"4"
"212405";"47547";"47";"475";"Analista de desenvolvimento de sistemas";"Comércio varejista especializado de móveis, colchoaria e artigos de iluminação";"3 - Comércio";"1"
"212405";"47555";"47";"475";"Analista de desenvolvimento de sistemas";"Comércio varejista especializado de tecidos e artigos de cama, mesa e banho";"3 - Comércio";"1"
"212405";"47610";"47";"476";"Analista de desenvolvimento de sistemas";"Comércio varejista de livros, jornais, revistas e papelaria";"3 - Comércio";"2"
"212405";"47636";"47";"476";"Analista de desenvolvimento de sistemas";"Comércio varejista de artigos recreativos e esportivos";"3 - Comércio";"1"
"212405";"47717";"47";"477";"Analista de desenvolvimento de sistemas";"Comércio varejista de produtos farmacêuticos para uso humano e veterinário";"3 - Comércio";"2"
"212405";"47725";"47";"477";"Analista de desenvolvimento de sistemas";"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal";"3 - Comércio";"1"
"212405";"47741";"47";"477";"Analista de desenvolvimento de sistemas";"Comércio varejista de artigos de óptica";"3 - Comércio";"2"
"212405";"47890";"47";"478";"Analista de desenvolvimento de sistemas";"Comércio varejista de outros produtos novos não especificados anteriormente";"3 - Comércio";"1"
"212405";"49124";"49";"491";"Analista de desenvolvimento de sistemas";"Transporte metroferroviário de passageiros";"4 - Serviços";"14"
"212405";"49213";"49";"492";"Analista de desenvolvimento de sistemas";"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal e em região metropolitana";"4 - Serviços";"1"
"212405";"49230";"49";"492";"Analista de desenvolvimento de sistemas";"Transporte rodoviário de táxi";"4 - Serviços";"1"
"212405";"52401";"52";"524";"Analista de desenvolvimento de sistemas";"Atividades auxiliares dos transportes aéreos";"4 - Serviços";"135"
"212405";"52508";"52";"525";"Analista de desenvolvimento de sistemas";"Atividades relacionadas à organização do transporte de carga";"4 - Serviços";"4"
"212405";"53105";"53";"531";"Analista de desenvolvimento de sistemas";"Atividades de Correio";"4 - Serviços";"314"
"212405";"53202";"53";"532";"Analista de desenvolvimento de sistemas";"Atividades de malote e de entrega";"4 - Serviços";"2"
"212405";"56112";"56";"561";"Analista de desenvolvimento de sistemas";"Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"4 - Serviços";"2"
"212405";"58115";"58";"581";"Analista de desenvolvimento de sistemas";"Edição de livros";"1 - Indústria";"66"
"212405";"58123";"58";"581";"Analista de desenvolvimento de sistemas";"Edição de jornais";"1 - Indústria";"2"
"212405";"58221";"58";"582";"Analista de desenvolvimento de sistemas";"Edição integrada à impressão de jornais";"1 - Indústria";"5"
"212405";"59111";"59";"591";"Analista de desenvolvimento de sistemas";"Atividades de produção cinematográfica, de vídeos e de programas de televisão";"1 - Indústria";"1"
"212405";"60217";"60";"602";"Analista de desenvolvimento de sistemas";"Atividades de televisão aberta";"4 - Serviços";"25"
"212405";"61108";"61";"611";"Analista de desenvolvimento de sistemas";"Telecomunicações por fio";"4 - Serviços";"136"
"212405";"61205";"61";"612";"Analista de desenvolvimento de sistemas";"Telecomunicações sem fio";"4 - Serviços";"45"
"212405";"61302";"61";"613";"Analista de desenvolvimento de sistemas";"Telecomunicações por satélite";"4 - Serviços";"30"
"212405";"61906";"61";"619";"Analista de desenvolvimento de sistemas";"Outras atividades de telecomunicações";"4 - Serviços";"115"
"212405";"62015";"62";"620";"Analista de desenvolvimento de sistemas";"Desenvolvimento de programas de computador sob encomenda";"4 - Serviços";"2255"
"212405";"62023";"62";"620";"Analista de desenvolvimento de sistemas";"Desenvolvimento e licenciamento de programas de computador customizáveis";"4 - Serviços";"229"
"212405";"62031";"62";"620";"Analista de desenvolvimento de sistemas";"Desenvolvimento e licenciamento de programas de computador não-customizáveis";"4 - Serviços";"609"
"212405";"62040";"62";"620";"Analista de desenvolvimento de sistemas";"Consultoria em tecnologia da informação";"4 - Serviços";"1244"
"212405";"62091";"62";"620";"Analista de desenvolvimento de sistemas";"Suporte técnico, manutenção e outros serviços em tecnologia da informação";"4 - Serviços";"275"
"212405";"63119";"63";"631";"Analista de desenvolvimento de sistemas";"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet";"4 - Serviços";"13"
"212405";"63194";"63";"631";"Analista de desenvolvimento de sistemas";"Portais, provedores de conteúdo e outros serviços de informação na internet";"4 - Serviços";"41"
"212405";"64221";"64";"642";"Analista de desenvolvimento de sistemas";"Bancos múltiplos, com carteira comercial";"4 - Serviços";"306"
"212405";"64239";"64";"642";"Analista de desenvolvimento de sistemas";"Caixas econômicas";"4 - Serviços";"2"
"212405";"64247";"64";"642";"Analista de desenvolvimento de sistemas";"Crédito cooperativo";"4 - Serviços";"33"
"212405";"64336";"64";"643";"Analista de desenvolvimento de sistemas";"Bancos de desenvolvimento";"4 - Serviços";"4"
"212405";"64352";"64";"643";"Analista de desenvolvimento de sistemas";"Crédito imobiliário";"4 - Serviços";"61"
"212405";"64620";"64";"646";"Analista de desenvolvimento de sistemas";"Holdings de instituições não-financeiras";"4 - Serviços";"10"
"212405";"64921";"64";"649";"Analista de desenvolvimento de sistemas";"Securitização de créditos";"4 - Serviços";"8"
"212405";"64930";"64";"649";"Analista de desenvolvimento de sistemas";"Administração de consórcios para aquisição de bens e direitos";"4 - Serviços";"4"
"212405";"64999";"64";"649";"Analista de desenvolvimento de sistemas";"Outras atividades de serviços financeiros não especificadas anteriormente";"4 - Serviços";"1"
"212405";"65120";"65";"651";"Analista de desenvolvimento de sistemas";"Seguros não-vida";"4 - Serviços";"76"
"212405";"65413";"65";"654";"Analista de desenvolvimento de sistemas";"Previdência complementar fechada";"4 - Serviços";"10"
"212405";"65421";"65";"654";"Analista de desenvolvimento de sistemas";"Previdência complementar aberta";"4 - Serviços";"8"
"212405";"65502";"65";"655";"Analista de desenvolvimento de sistemas";"Planos de saúde";"4 - Serviços";"72"
"212405";"66134";"66";"661";"Analista de desenvolvimento de sistemas";"Administração de cartões de crédito";"4 - Serviços";"34"
"212405";"66223";"66";"662";"Analista de desenvolvimento de sistemas";"Corretores e agentes de seguros, de planos de previdência complementar e de saúde";"4 - Serviços";"33"
"212405";"68102";"68";"681";"Analista de desenvolvimento de sistemas";"Atividades imobiliárias de imóveis próprios";"4 - Serviços";"1"
"212405";"68218";"68";"682";"Analista de desenvolvimento de sistemas";"Intermediação na compra, venda e aluguel de imóveis";"4 - Serviços";"1"
"212405";"68226";"68";"682";"Analista de desenvolvimento de sistemas";"Gestão e administração da propriedade imobiliária";"4 - Serviços";"8"
"212405";"69117";"69";"691";"Analista de desenvolvimento de sistemas";"Atividades jurídicas, exceto cartórios";"4 - Serviços";"4"
"212405";"69125";"69";"691";"Analista de desenvolvimento de sistemas";"Cartórios";"4 - Serviços";"1"
"212405";"69206";"69";"692";"Analista de desenvolvimento de sistemas";"Atividades de contabilidade, consultoria e auditoria contábil e tributária";"4 - Serviços";"4"
"212405";"70204";"70";"702";"Analista de desenvolvimento de sistemas";"Atividades de consultoria em gestão empresarial";"4 - Serviços";"181"
"212405";"71111";"71";"711";"Analista de desenvolvimento de sistemas";"Serviços de arquitetura";"4 - Serviços";"3"
"212405";"71120";"71";"711";"Analista de desenvolvimento de sistemas";"Serviços de engenharia";"4 - Serviços";"4"
"212405";"72100";"72";"721";"Analista de desenvolvimento de sistemas";"Pesquisa e desenvolvimento experimental em ciências físicas e naturais";"4 - Serviços";"225"
"212405";"73114";"73";"731";"Analista de desenvolvimento de sistemas";"Agências de publicidade";"4 - Serviços";"9"
"212405";"73190";"73";"731";"Analista de desenvolvimento de sistemas";"Atividades de publicidade não especificadas anteriormente";"4 - Serviços";"1"
"212405";"77403";"77";"774";"Analista de desenvolvimento de sistemas";"Gestão de ativos intangíveis não-financeiros";"4 - Serviços";"1"
"212405";"78108";"78";"781";"Analista de desenvolvimento de sistemas";"Seleção e agenciamento de mão-de-obra";"4 - Serviços";"1"
"212405";"78302";"78";"783";"Analista de desenvolvimento de sistemas";"Fornecimento e gestão de recursos humanos para terceiros";"4 - Serviços";"1"
"212405";"79112";"79";"791";"Analista de desenvolvimento de sistemas";"Agências de viagens";"4 - Serviços";"5"
"212405";"81125";"81";"811";"Analista de desenvolvimento de sistemas";"Condomínios prediais";"4 - Serviços";"2"
"212405";"82113";"82";"821";"Analista de desenvolvimento de sistemas";"Serviços combinados de escritório e apoio administrativo";"4 - Serviços";"12"
"212405";"82199";"82";"821";"Analista de desenvolvimento de sistemas";"Fotocópias, preparação de documentos e outros serviços especializados de apoio administrativo";"4 - Serviços";"4"
"212405";"82202";"82";"822";"Analista de desenvolvimento de sistemas";"Atividades de teleatendimento";"4 - Serviços";"18"
"212405";"82300";"82";"823";"Analista de desenvolvimento de sistemas";"Atividades de organização de eventos, exceto culturais e esportivos";"4 - Serviços";"1"
"212405";"82911";"82";"829";"Analista de desenvolvimento de sistemas";"Atividades de cobrança e informações cadastrais";"4 - Serviços";"7"
"212405";"82997";"82";"829";"Analista de desenvolvimento de sistemas";"Atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"4 - Serviços";"60"
"212405";"84116";"84";"841";"Analista de desenvolvimento de sistemas";"Administração pública em geral";"4 - Serviços";"1231"
"212405";"84124";"84";"841";"Analista de desenvolvimento de sistemas";"Regulação das atividades de saúde, educação, serviços culturais e outros serviços sociais";"4 - Serviços";"1"
"212405";"84213";"84";"842";"Analista de desenvolvimento de sistemas";"Relações exteriores";"4 - Serviços";"1"
"212405";"84221";"84";"842";"Analista de desenvolvimento de sistemas";"Defesa";"4 - Serviços";"21"
"212405";"84230";"84";"842";"Analista de desenvolvimento de sistemas";"Justiça";"4 - Serviços";"263"
"212405";"85112";"85";"851";"Analista de desenvolvimento de sistemas";"Educação infantil - creche";"4 - Serviços";"1"
"212405";"85121";"85";"851";"Analista de desenvolvimento de sistemas";"Educação infantil - pré-escola";"4 - Serviços";"2"
"212405";"85139";"85";"851";"Analista de desenvolvimento de sistemas";"Ensino fundamental";"4 - Serviços";"18"
"212405";"85201";"85";"852";"Analista de desenvolvimento de sistemas";"Ensino médio";"4 - Serviços";"6"
"212405";"85317";"85";"853";"Analista de desenvolvimento de sistemas";"Educação superior - graduação";"4 - Serviços";"16"
"212405";"85325";"85";"853";"Analista de desenvolvimento de sistemas";"Educação superior - graduação e pós-graduação";"4 - Serviços";"120"
"212405";"85333";"85";"853";"Analista de desenvolvimento de sistemas";"Educação superior - pós-graduação e extensão";"4 - Serviços";"7"
"212405";"85422";"85";"854";"Analista de desenvolvimento de sistemas";"Educação profissional de nível tecnológico";"4 - Serviços";"14"
"212405";"85503";"85";"855";"Analista de desenvolvimento de sistemas";"Atividades de apoio à educação";"4 - Serviços";"4"
"212405";"85937";"85";"859";"Analista de desenvolvimento de sistemas";"Ensino de idiomas";"4 - Serviços";"5"
"212405";"85996";"85";"859";"Analista de desenvolvimento de sistemas";"Atividades de ensino não especificadas anteriormente";"4 - Serviços";"44"
"212405";"86101";"86";"861";"Analista de desenvolvimento de sistemas";"Atividades de atendimento hospitalar";"4 - Serviços";"70"
"212405";"86402";"86";"864";"Analista de desenvolvimento de sistemas";"Atividades de serviços de complementação diagnóstica e terapêutica";"4 - Serviços";"14"
"212405";"86500";"86";"865";"Analista de desenvolvimento de sistemas";"Atividades de profissionais da área de saúde, exceto médicos e odontólogos";"4 - Serviços";"1"
"212405";"86607";"86";"866";"Analista de desenvolvimento de sistemas";"Atividades de apoio à gestão de saúde";"4 - Serviços";"187"
"212405";"87123";"87";"871";"Analista de desenvolvimento de sistemas";"Atividades de fornecimento de infra-estrutura de apoio e assistência a paciente no domicílio";"4 - Serviços";"1"
"212405";"93131";"93";"931";"Analista de desenvolvimento de sistemas";"Atividades de condicionamento físico";"4 - Serviços";"1"
"212405";"93191";"93";"931";"Analista de desenvolvimento de sistemas";"Atividades esportivas não especificadas anteriormente";"4 - Serviços";"2"
"212405";"94111";"94";"941";"Analista de desenvolvimento de sistemas";"Atividades de organizações associativas patronais e empresariais";"4 - Serviços";"31"
"212405";"94120";"94";"941";"Analista de desenvolvimento de sistemas";"Atividades de organizações associativas profissionais";"4 - Serviços";"36"
"212405";"94201";"94";"942";"Analista de desenvolvimento de sistemas";"Atividades de organizações sindicais";"4 - Serviços";"18"
"212405";"94308";"94";"943";"Analista de desenvolvimento de sistemas";"Atividades de associações de defesa de direitos sociais";"4 - Serviços";"28"
"212405";"94910";"94";"949";"Analista de desenvolvimento de sistemas";"Atividades de organizações religiosas";"4 - Serviços";"10"
"212405";"94928";"94";"949";"Analista de desenvolvimento de sistemas";"Atividades de organizações políticas";"4 - Serviços";"4"
"212405";"94936";"94";"949";"Analista de desenvolvimento de sistemas";"Atividades de organizações associativas ligadas à cultura e à arte";"4 - Serviços";"1"
"212405";"94995";"94";"949";"Analista de desenvolvimento de sistemas";"Atividades associativas não especificadas anteriormente";"4 - Serviços";"199"
"212405";"95118";"95";"951";"Analista de desenvolvimento de sistemas";"Reparação e manutenção de computadores e de equipamentos periféricos";"4 - Serviços";"18"
"212405";"96017";"96";"960";"Analista de desenvolvimento de sistemas";"Lavanderias, tinturarias e toalheiros";"4 - Serviços";"4"
"212405";"96025";"96";"960";"Analista de desenvolvimento de sistemas";"Cabeleireiros e outras atividades de tratamento de beleza";"4 - Serviços";"1"
"212405";"99008";"99";"990";"Analista de desenvolvimento de sistemas";"Organismos internacionais e outras instituições extraterritoriais";"4 - Serviços";"5"
"212410";"11224";"11";"112";"Analista de redes e de comunicação de dados";"Fabricação de refrigerantes e de outras bebidas não-alcoólicas";"1 - Indústria";"1"
"212410";"21211";"21";"212";"Analista de redes e de comunicação de dados";"Fabricação de medicamentos para uso humano";"1 - Indústria";"1"
"212410";"26213";"26";"262";"Analista de redes e de comunicação de dados";"Fabricação de equipamentos de informática";"1 - Indústria";"3"
"212410";"26515";"26";"265";"Analista de redes e de comunicação de dados";"Fabricação de aparelhos e equipamentos de medida, teste e controle";"1 - Indústria";"1"
"212410";"32507";"32";"325";"Analista de redes e de comunicação de dados";"Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos";"1 - Indústria";"1"
"212410";"41107";"41";"411";"Analista de redes e de comunicação de dados";"Incorporação de empreendimentos imobiliários";"4 - Serviços";"1"
"212410";"41204";"41";"412";"Analista de redes e de comunicação de dados";"Construção de edifícios";"2 - Construção Civil";"9"
"212410";"42111";"42";"421";"Analista de redes e de comunicação de dados";"Construção de rodovias e ferrovias";"2 - Construção Civil";"1"
"212410";"42219";"42";"422";"Analista de redes e de comunicação de dados";"Obras para geração e distribuição de energia elétrica e para telecomunicações";"2 - Construção Civil";"11"
"212410";"43215";"43";"432";"Analista de redes e de comunicação de dados";"Instalações elétricas";"2 - Construção Civil";"5"
"212410";"45129";"45";"451";"Analista de redes e de comunicação de dados";"Representantes comerciais e agentes do comércio de veículos automotores";"3 - Comércio";"1"
"212410";"45307";"45";"453";"Analista de redes e de comunicação de dados";"Comércio de peças e acessórios para veículos automotores";"3 - Comércio";"1"
"212410";"45412";"45";"454";"Analista de redes e de comunicação de dados";"Comércio por atacado e a varejo de motocicletas, peças e acessórios";"3 - Comércio";"1"
"212410";"46371";"46";"463";"Analista de redes e de comunicação de dados";"Comércio atacadista especializado em produtos alimentícios não especificados anteriormente";"3 - Comércio";"2"
"212410";"46397";"46";"463";"Analista de redes e de comunicação de dados";"Comércio atacadista de produtos alimentícios em geral";"3 - Comércio";"1"
"212410";"46443";"46";"464";"Analista de redes e de comunicação de dados";"Comércio atacadista de produtos farmacêuticos para uso humano e veterinário";"3 - Comércio";"1"
"212410";"46460";"46";"464";"Analista de redes e de comunicação de dados";"Comércio atacadista de cosméticos, produtos de perfumaria e de higiene pessoal";"3 - Comércio";"1"
"212410";"46494";"46";"464";"Analista de redes e de comunicação de dados";"Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente";"3 - Comércio";"1"
"212410";"46516";"46";"465";"Analista de redes e de comunicação de dados";"Comércio atacadista de computadores, periféricos e suprimentos de informática";"3 - Comércio";"2"
"212410";"46524";"46";"465";"Analista de redes e de comunicação de dados";"Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação";"3 - Comércio";"2"
"212410";"46729";"46";"467";"Analista de redes e de comunicação de dados";"Comércio atacadista de ferragens e ferramentas";"3 - Comércio";"1"
"212410";"46796";"46";"467";"Analista de redes e de comunicação de dados";"Comércio atacadista especializado de materiais de construção não especificados anteriormente e de materiais de construção em geral";"3 - Comércio";"2"
"212410";"47211";"47";"472";"Analista de redes e de comunicação de dados";"Comércio varejista de produtos de padaria, laticínio, doces, balas e semelhantes";"3 - Comércio";"1"
"212410";"47296";"47";"472";"Analista de redes e de comunicação de dados";"Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente; produtos do fumo";"3 - Comércio";"1"
"212410";"47440";"47";"474";"Analista de redes e de comunicação de dados";"Comércio varejista de ferragens, madeira e materiais de construção";"3 - Comércio";"1"
"212410";"47512";"47";"475";"Analista de redes e de comunicação de dados";"Comércio varejista especializado de equipamentos e suprimentos de informática";"3 - Comércio";"9"
"212410";"47521";"47";"475";"Analista de redes e de comunicação de dados";"Comércio varejista especializado de equipamentos de telefonia e comunicação";"3 - Comércio";"2"
"212410";"47555";"47";"475";"Analista de redes e de comunicação de dados";"Comércio varejista especializado de tecidos e artigos de cama, mesa e banho";"3 - Comércio";"1"
"212410";"47610";"47";"476";"Analista de redes e de comunicação de dados";"Comércio varejista de livros, jornais, revistas e papelaria";"3 - Comércio";"1"
"212410";"47636";"47";"476";"Analista de redes e de comunicação de dados";"Comércio varejista de artigos recreativos e esportivos";"3 - Comércio";"1"
"212410";"47733";"47";"477";"Analista de redes e de comunicação de dados";"Comércio varejista de artigos médicos e ortopédicos";"3 - Comércio";"1"
"212410";"47814";"47";"478";"Analista de redes e de comunicação de dados";"Comércio varejista de artigos do vestuário e acessórios";"3 - Comércio";"1"
"212410";"49213";"49";"492";"Analista de redes e de comunicação de dados";"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal e em região metropolitana";"4 - Serviços";"1"
"212410";"49221";"49";"492";"Analista de redes e de comunicação de dados";"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, interestadual e internacional";"4 - Serviços";"2"
"212410";"53105";"53";"531";"Analista de redes e de comunicação de dados";"Atividades de Correio";"4 - Serviços";"7"
"212410";"56112";"56";"561";"Analista de redes e de comunicação de dados";"Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"4 - Serviços";"10"
"212410";"58115";"58";"581";"Analista de redes e de comunicação de dados";"Edição de livros";"1 - Indústria";"3"
"212410";"59111";"59";"591";"Analista de redes e de comunicação de dados";"Atividades de produção cinematográfica, de vídeos e de programas de televisão";"1 - Indústria";"1"
"212410";"60217";"60";"602";"Analista de redes e de comunicação de dados";"Atividades de televisão aberta";"4 - Serviços";"3"
"212410";"61108";"61";"611";"Analista de redes e de comunicação de dados";"Telecomunicações por fio";"4 - Serviços";"135"
"212410";"61205";"61";"612";"Analista de redes e de comunicação de dados";"Telecomunicações sem fio";"4 - Serviços";"81"
"212410";"61302";"61";"613";"Analista de redes e de comunicação de dados";"Telecomunicações por satélite";"4 - Serviços";"1"
"212410";"61906";"61";"619";"Analista de redes e de comunicação de dados";"Outras atividades de telecomunicações";"4 - Serviços";"15"
"212410";"62015";"62";"620";"Analista de redes e de comunicação de dados";"Desenvolvimento de programas de computador sob encomenda";"4 - Serviços";"202"
"212410";"62023";"62";"620";"Analista de redes e de comunicação de dados";"Desenvolvimento e licenciamento de programas de computador customizáveis";"4 - Serviços";"56"
"212410";"62031";"62";"620";"Analista de redes e de comunicação de dados";"Desenvolvimento e licenciamento de programas de computador não-customizáveis";"4 - Serviços";"6"
"212410";"62040";"62";"620";"Analista de redes e de comunicação de dados";"Consultoria em tecnologia da informação";"4 - Serviços";"357"
"212410";"62091";"62";"620";"Analista de redes e de comunicação de dados";"Suporte técnico, manutenção e outros serviços em tecnologia da informação";"4 - Serviços";"142"
"212410";"63119";"63";"631";"Analista de redes e de comunicação de dados";"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet";"4 - Serviços";"7"
"212410";"63194";"63";"631";"Analista de redes e de comunicação de dados";"Portais, provedores de conteúdo e outros serviços de informação na internet";"4 - Serviços";"4"
"212410";"64247";"64";"642";"Analista de redes e de comunicação de dados";"Crédito cooperativo";"4 - Serviços";"7"
"212410";"64620";"64";"646";"Analista de redes e de comunicação de dados";"Holdings de instituições não-financeiras";"4 - Serviços";"1"
"212410";"64638";"64";"646";"Analista de redes e de comunicação de dados";"Outras sociedades de participação, exceto holdings";"4 - Serviços";"2"
"212410";"64930";"64";"649";"Analista de redes e de comunicação de dados";"Administração de consórcios para aquisição de bens e direitos";"4 - Serviços";"1"
"212410";"65120";"65";"651";"Analista de redes e de comunicação de dados";"Seguros não-vida";"4 - Serviços";"2"
"212410";"65502";"65";"655";"Analista de redes e de comunicação de dados";"Planos de saúde";"4 - Serviços";"2"
